zeit;1-A001-SW-HF-099-429;2-A001-SW-HF-099-1672;3-A001-SW-HF-100-449;4-A001-SW-HF-100-612;5-A001-SW-HF-100-1719;6-A001-SW-HF-101-723;8-A001-SW-HF-101-3932;9-A001-SW-HF-102-14;11-A001-SW-HF-102-2141;14-A001-SW-HF-103-764;16-A001-SW-HF-103-2822;17-A001-SW-HF-103-3539;19-A004-NO-HF-011-96;20-A004-NO-HF-011-2225;21-A004-NO-HF-011-3247;22-A004-NO-HF-011-4211;23-A004-NO-HF-011-5316;24-A004-NO-HF-S11-400;25-A004-NO-HF-012-107;26-A004-NO-HF-012-1997;27-A004-NO-HF-012-2663;28-A004-NO-HF-013-989;29-A004-NO-HF-013-2589;30-A004-NO-HF-014-432;31-A004-NO-HF-014-1783;32-A004-NO-HF-015-979;33-A004-NO-HF-015-2176;34-A003-NO-HF-027-1379;35-A003-NO-HF-027-2246;36-A003-NO-HF-026-435;38-A003-NO-HF-026-1600;39-A003-NO-HF-025-852;40-A003-NO-HF-025-1808;41-A003-NO-HF-024-786;42-A003-NO-HF-024-930;44-A003-NO-HF-024-2873;45-A003-NO-HF-024-4199;46-A003-NO-HF-023-476;47-A003-NO-HF-023-1778
26.08.2014 20:26:00+00;15;6;25;15;13;19;22;19;14;14;14;3;18;18;19;19;18;14;14;18;27;24;21;25;16;15;13;30;25;30;39;33;34;27;32;34;22;28;21
26.08.2014 20:27:00+00;14;3;25;21;15;20;19;19;14;15;15;4;19;19;17;19;20;17;13;24;23;23;23;23;18;18;13;30;22;30;34;27;33;30;33;35;25;35;19
26.08.2014 20:28:00+00;10;4;22;22;17;22;22;19;13;14;13;4;21;21;18;19;20;17;15;23;25;19;20;22;18;16;13;32;24;30;31;26;27;36;28;34;31;35;23
26.08.2014 20:29:00+00;10;5;18;20;13;23;21;24;17;15;16;4;20;21;20;19;19;16;15;27;23;23;19;19;18;14;12;31;22;31;32;24;27;35;26;28;33;31;27
26.08.2014 20:30:00+00;13;5;18;18;11;19;24;22;16;17;17;4;18;17;19;21;20;16;17;22;23;22;19;22;16;14;12;33;24;29;31;25;26;29;24;26;30;27;28
26.08.2014 20:31:00+00;13;6;21;15;10;18;20;19;17;17;18;3;15;16;18;19;19;17;16;24;24;27;20;20;17;13;14;34;25;32;32;24;26;26;25;26;26;25;25
26.08.2014 20:32:00+00;13;6;19;16;11;18;20;19;16;15;16;2;15;17;16;17;17;16;15;23;23;26;22;22;14;14;14;32;26;33;32;26;24;26;24;26;23;25;24
26.08.2014 20:33:00+00;12;7;19;15;12;17;19;19;19;16;17;4;17;17;17;16;16;14;16;21;21;24;21;21;15;16;14;31;25;30;37;30;28;28;25;28;23;25;23
26.08.2014 20:34:00+00;11;5;18;16;11;18;18;20;17;17;15;5;16;16;16;18;14;14;14;20;17;23;18;23;16;16;15;29;21;29;33;29;30;27;27;31;22;26;22
26.08.2014 20:35:00+00;12;5;18;15;12;18;18;18;15;17;16;5;17;18;15;18;14;15;12;18;19;21;19;21;16;15;15;33;21;28;30;28;31;29;29;33;25;31;20
26.08.2014 20:36:00+00;11;4;20;14;12;20;16;17;15;15;15;5;18;18;16;17;15;15;10;18;18;20;18;21;17;15;15;32;23;32;26;25;28;31;29;33;30;32;23
26.08.2014 20:37:00+00;12;4;16;16;13;21;19;20;17;15;15;5;18;17;17;17;16;16;9;19;18;17;17;19;14;16;14;34;24;30;31;26;25;35;27;30;29;33;25
26.08.2014 20:38:00+00;10;4;18;14;12;25;20;22;16;17;17;4;17;15;17;19;18;16;13;19;15;20;16;17;15;14;13;31;25;32;31;28;26;32;26;30;29;29;24
26.08.2014 20:39:00+00;10;4;14;15;11;27;25;25;16;17;17;5;15;16;16;18;18;14;14;20;17;20;17;16;14;12;13;32;21;27;30;27;28;29;27;29;28;29;23
26.08.2014 20:40:00+00;9;4;17;13;12;29;23;27;15;17;18;4;14;15;15;17;20;15;15;21;17;22;16;18;16;15;13;28;22;29;32;28;27;30;27;31;29;30;23
26.08.2014 20:41:00+00;11;4;16;13;10;23;27;27;14;14;13;6;13;12;14;15;18;13;15;24;20;21;18;19;17;14;13;28;21;28;30;27;27;31;27;29;27;29;23
26.08.2014 20:42:00+00;10;3;17;13;7;25;23;25;13;12;11;7;12;14;13;12;17;11;16;21;22;22;19;20;15;15;10;27;21;28;32;25;26;31;26;29;26;28;23
26.08.2014 20:43:00+00;9;4;15;15;10;23;25;25;11;11;10;11;13;13;13;14;13;11;14;17;22;24;21;23;17;16;12;27;21;27;29;25;26;31;25;28;27;27;25
26.08.2014 20:44:00+00;10;4;15;15;11;26;23;23;15;13;16;11;13;17;13;12;13;12;11;16;21;23;19;26;18;18;13;30;22;27;27;21;25;28;24;27;27;27;24
26.08.2014 20:45:00+00;9;5;15;14;13;26;27;25;15;16;17;13;14;16;16;15;12;10;9;16;21;20;19;25;18;18;14;31;23;28;27;23;22;27;23;27;26;25;24
26.08.2014 20:46:00+00;12;5;14;13;10;25;27;24;18;17;20;16;14;17;15;15;14;13;9;16;18;17;19;23;20;16;14;33;25;31;26;22;24;25;23;27;22;23;18
26.08.2014 20:47:00+00;12;4;19;12;11;24;26;23;16;18;18;17;16;16;17;15;14;11;10;16;16;15;15;19;17;15;13;32;25;30;29;22;22;25;22;28;21;25;17
26.08.2014 20:48:00+00;11;4;20;16;11;20;25;23;16;16;15;16;16;13;15;16;15;14;10;17;17;18;13;14;12;11;12;32;24;30;31;23;25;27;21;24;23;26;20
26.08.2014 20:49:00+00;10;4;20;15;15;22;24;19;15;17;17;14;15;14;14;14;16;11;11;16;16;18;15;16;10;9;13;31;24;30;34;27;25;25;23;23;23;24;23
26.08.2014 20:50:00+00;8;4;19;19;14;23;23;23;15;15;16;13;16;15;13;14;13;12;10;17;16;22;15;15;9;12;12;29;22;28;34;27;29;23;27;26;23;23;21
26.08.2014 20:51:00+00;8;4;15;15;14;27;26;22;16;14;16;13;16;20;16;14;13;10;11;15;16;20;19;17;15;12;13;25;21;27;30;26;26;22;28;29;20;27;19
26.08.2014 20:52:00+00;7;2;15;14;11;26;26;28;17;16;14;12;18;19;19;15;13;12;11;15;15;20;17;19;12;15;11;23;19;23;28;23;26;31;26;27;23;28;20
26.08.2014 20:53:00+00;8;4;9;12;9;23;29;25;17;16;16;12;16;14;19;17;14;15;8;15;17;16;18;20;16;13;11;29;17;26;30;25;24;29;22;27;26;26;22
26.08.2014 20:54:00+00;8;4;13;9;8;22;23;24;16;17;16;9;13;11;17;17;16;15;9;17;17;17;13;17;14;13;13;31;21;27;27;23;25;29;24;24;25;25;23
26.08.2014 20:55:00+00;8;4;12;11;7;22;23;21;14;15;17;8;11;11;13;15;15;14;11;19;16;18;13;13;13;10;12;32;24;30;31;24;22;26;25;29;26;24;21
26.08.2014 20:56:00+00;8;3;15;11;7;23;22;21;15;16;15;8;11;12;12;13;14;11;12;17;18;20;14;15;12;10;12;31;26;27;33;29;26;28;25;27;22;26;20
26.08.2014 20:57:00+00;9;3;13;12;7;20;23;23;16;15;17;10;12;14;12;11;13;11;11;16;17;18;17;17;12;9;11;27;21;28;32;29;28;28;27;29;26;24;20
26.08.2014 20:58:00+00;10;3;13;12;7;20;23;21;17;15;16;11;15;13;13;12;11;10;10;14;15;17;16;19;12;14;12;27;19;27;28;27;29;26;26;29;23;30;20
26.08.2014 20:59:00+00;9;3;14;11;8;20;20;21;14;16;16;11;14;14;15;13;13;10;9;14;12;17;14;17;15;13;14;26;19;27;25;21;28;29;26;28;27;28;21
26.08.2014 21:00:00+00;9;3;13;12;12;18;20;19;13;12;12;11;14;13;15;16;12;11;8;17;13;17;14;16;13;14;14;30;18;26;25;22;24;30;23;28;26;28;23
26.08.2014 21:01:00+00;9;3;13;11;9;17;17;18;13;13;12;9;12;15;15;16;14;12;8;14;15;16;13;16;14;12;14;30;22;28;27;24;23;30;23;24;26;24;23
26.08.2014 21:02:00+00;9;3;13;10;7;17;18;15;15;12;15;10;14;13;14;15;14;13;9;18;15;16;14;14;13;14;11;28;24;29;30;26;25;23;22;24;23;23;23
26.08.2014 21:03:00+00;9;2;14;11;6;15;17;17;16;16;16;12;12;13;15;13;14;13;9;17;15;16;14;14;14;14;9;24;21;25;33;28;27;23;24;27;19;21;18
26.08.2014 21:04:00+00;6;3;12;13;8;14;17;15;15;17;16;13;13;12;14;13;15;11;13;18;17;15;16;15;14;10;10;27;16;27;34;25;28;23;26;30;22;23;19
26.08.2014 21:05:00+00;6;3;11;13;11;14;14;16;12;15;14;10;10;12;12;14;13;10;13;17;19;18;14;17;13;10;10;26;19;27;24;21;27;27;25;30;22;27;20
26.08.2014 21:06:00+00;9;5;12;11;9;16;14;15;11;12;11;6;12;13;12;12;15;9;15;16;16;18;18;16;12;9;9;28;18;29;27;21;21;29;22;29;25;29;23
26.08.2014 21:07:00+00;11;4;14;11;9;17;15;18;10;9;10;4;13;13;13;12;13;11;13;16;16;21;18;17;12;14;9;24;22;26;25;21;22;27;22;25;24;28;24
26.08.2014 21:08:00+00;10;5;17;12;9;14;15;15;12;11;11;3;13;12;14;13;13;12;10;14;15;18;19;19;14;14;7;25;20;24;25;23;23;24;24;25;24;26;22
26.08.2014 21:09:00+00;10;4;14;13;10;14;14;13;12;14;12;4;11;14;13;13;11;12;9;16;14;17;16;19;16;14;7;24;19;19;26;21;22;25;23;24;22;24;19
26.08.2014 21:10:00+00;9;3;14;13;11;15;15;14;11;9;13;4;13;13;14;14;10;11;8;15;13;12;13;15;14;10;9;26;19;23;23;19;21;24;20;25;22;26;18
26.08.2014 21:11:00+00;8;2;13;13;8;15;15;14;12;9;11;2;12;12;13;12;11;11;9;14;11;15;12;12;9;8;11;30;19;27;27;18;19;26;20;24;24;23;17
26.08.2014 21:12:00+00;6;3;11;12;8;13;14;14;12;9;12;2;14;11;14;13;13;12;9;14;13;16;14;12;8;9;12;31;24;31;30;21;21;24;19;23;19;23;19
26.08.2014 21:13:00+00;8;4;9;10;7;12;11;12;11;11;11;2;12;13;12;12;14;12;9;15;14;17;14;13;10;10;10;30;25;31;32;24;22;23;22;24;19;22;17
26.08.2014 21:14:00+00;11;4;12;9;8;10;11;12;12;10;12;3;13;14;13;13;14;11;10;16;14;14;15;15;12;12;10;27;23;27;32;27;25;22;23;23;19;23;18
26.08.2014 21:15:00+00;10;3;14;9;6;8;10;9;9;10;9;4;12;12;15;13;13;10;11;16;15;15;11;14;12;10;8;25;22;28;31;22;28;24;25;24;23;22;18
26.08.2014 21:16:00+00;7;3;14;13;7;8;10;9;14;11;11;5;13;9;15;14;13;12;10;16;15;16;13;14;11;11;8;23;20;24;30;25;25;24;22;27;21;25;19
26.08.2014 21:17:00+00;9;3;10;12;9;10;8;8;12;12;11;7;8;8;14;13;14;11;9;14;13;16;13;15;11;10;8;20;18;22;25;23;26;26;23;25;23;26;18
26.08.2014 21:18:00+00;9;5;10;10;9;11;9;10;13;11;14;9;8;11;11;8;14;10;9;16;8;14;15;14;11;13;9;22;15;20;23;22;23;25;23;27;22;26;19
26.08.2014 21:19:00+00;11;4;13;6;7;10;10;11;14;13;14;10;10;11;10;8;12;7;10;17;9;16;13;13;10;11;10;26;17;25;22;18;25;27;23;23;26;26;19
26.08.2014 21:20:00+00;9;5;15;11;7;9;10;11;14;13;16;12;11;10;11;10;10;8;11;14;12;14;14;14;8;10;11;27;18;25;29;19;20;26;18;24;26;24;23
26.08.2014 21:21:00+00;10;3;12;12;8;10;9;8;13;14;13;11;10;10;11;12;12;8;7;13;13;16;13;15;9;9;11;28;22;26;27;21;22;25;19;21;22;22;23
26.08.2014 21:22:00+00;7;4;12;11;9;11;8;8;8;12;10;11;11;10;12;11;13;9;7;12;13;13;14;15;8;10;11;24;22;24;29;24;22;22;23;23;20;21;21
26.08.2014 21:23:00+00;8;4;11;10;6;12;8;10;11;9;9;8;12;15;12;11;14;9;9;13;11;14;10;13;11;11;7;21;18;22;25;22;26;22;24;26;18;24;19
26.08.2014 21:24:00+00;9;4;14;11;9;10;10;12;11;9;11;8;17;17;14;9;12;9;10;13;12;12;10;11;11;10;7;19;15;19;26;18;22;24;24;29;22;26;18
26.08.2014 21:25:00+00;9;3;11;13;10;11;10;14;13;11;11;8;18;18;20;13;11;11;10;14;15;14;10;11;13;9;6;21;13;19;21;19;20;28;19;25;23;29;20
26.08.2014 21:26:00+00;7;3;14;9;9;12;12;13;8;13;9;9;17;15;18;18;12;14;8;15;14;14;11;12;11;7;8;21;12;18;20;16;19;29;20;24;27;23;21
26.08.2014 21:27:00+00;8;4;11;9;6;12;13;11;9;8;9;9;12;14;18;18;16;15;8;13;13;11;11;12;10;8;7;22;13;19;17;15;17;23;17;23;24;22;22
26.08.2014 21:28:00+00;6;4;11;9;6;8;12;9;10;8;10;8;12;13;14;16;17;14;9;17;12;11;10;11;8;9;7;21;14;19;20;16;17;23;17;18;22;20;21
26.08.2014 21:29:00+00;7;4;7;10;6;8;6;7;10;8;10;8;12;12;15;12;15;12;11;18;13;12;8;9;10;8;5;18;15;18;19;17;18;19;17;17;18;20;18
26.08.2014 21:30:00+00;8;3;9;9;6;8;6;9;9;10;11;8;11;11;12;14;12;11;14;15;12;17;11;11;9;7;6;16;13;17;20;18;20;20;19;19;15;17;16
26.08.2014 21:31:00+00;8;2;11;10;5;8;10;9;10;10;10;9;10;10;13;12;13;11;12;14;11;19;14;13;10;8;9;19;12;19;17;15;19;20;19;21;15;19;14
26.08.2014 21:32:00+00;6;3;11;9;7;8;11;8;10;9;10;9;11;10;11;11;12;10;10;14;12;17;16;17;9;12;10;21;14;19;17;16;18;20;17;21;17;20;14
26.08.2014 21:33:00+00;7;3;9;10;8;7;9;8;10;10;10;8;13;13;10;10;12;10;10;15;15;15;14;17;12;12;9;21;17;23;20;16;17;21;15;19;18;20;16
26.08.2014 21:34:00+00;9;3;10;7;9;10;8;9;8;9;8;8;14;13;13;11;10;10;12;14;16;13;12;15;12;11;7;21;16;20;23;17;17;20;17;19;18;18;17
26.08.2014 21:35:00+00;8;2;13;10;7;10;8;10;8;8;7;6;12;12;13;14;11;10;10;13;14;16;10;12;10;8;5;19;16;21;22;16;17;19;16;19;15;19;16
26.08.2014 21:36:00+00;8;3;13;11;7;9;10;9;8;8;9;6;10;7;14;13;11;11;9;11;13;17;14;13;10;8;5;19;14;16;20;17;18;19;17;17;17;18;17
26.08.2014 21:37:00+00;8;3;10;10;10;9;9;11;9;7;7;8;7;7;9;12;11;12;7;13;12;15;14;15;8;9;7;19;15;18;18;16;19;18;17;18;18;17;17
26.08.2014 21:38:00+00;7;3;10;9;8;10;9;10;8;8;8;7;8;10;8;8;11;10;7;13;11;13;13;14;9;10;9;20;14;20;19;17;18;17;15;19;16;16;17
26.08.2014 21:39:00+00;7;3;9;9;7;10;10;10;8;6;6;8;9;11;10;8;9;6;8;12;9;13;11;13;9;8;9;20;16;20;20;17;17;15;15;19;15;17;16
26.08.2014 21:40:00+00;7;3;11;9;7;10;11;9;8;8;7;6;11;13;11;10;7;8;8;9;9;16;12;10;10;7;10;20;17;19;25;18;15;15;14;16;15;17;13
26.08.2014 21:41:00+00;8;3;10;8;7;8;10;9;7;7;6;6;10;10;13;11;8;9;8;8;9;14;14;11;8;8;9;22;16;20;25;21;18;17;17;18;16;17;13
26.08.2014 21:42:00+00;8;2;12;8;8;9;8;9;6;7;6;5;10;10;10;11;11;11;6;9;9;12;12;13;8;9;9;21;16;20;21;21;21;15;19;21;16;19;14
26.08.2014 21:43:00+00;7;2;11;9;7;9;7;9;6;6;7;4;8;7;10;10;9;10;7;12;9;11;11;12;9;8;8;21;13;21;21;19;22;20;21;24;17;19;14
26.08.2014 21:44:00+00;6;2;10;10;7;11;10;9;8;7;9;4;7;7;9;8;11;9;10;11;12;12;10;12;10;10;6;17;16;18;22;17;21;20;20;24;20;23;15
26.08.2014 21:45:00+00;5;1;9;8;7;10;9;10;10;9;10;7;7;8;8;8;7;7;9;12;12;15;12;10;10;10;7;19;12;16;21;18;20;24;20;20;22;21;15
26.08.2014 21:46:00+00;5;3;8;7;6;8;9;9;10;9;10;8;10;11;9;8;8;7;9;8;13;13;12;12;10;7;6;18;13;17;17;17;18;22;17;21;21;22;19
26.08.2014 21:47:00+00;4;2;6;6;6;6;8;7;9;9;8;8;10;12;11;9;7;7;6;9;11;14;12;14;9;8;6;18;14;19;17;16;15;25;16;19;20;21;17
26.08.2014 21:48:00+00;5;3;5;6;6;8;6;6;6;8;7;7;13;12;11;11;9;9;6;8;10;10;11;14;9;8;5;17;14;19;21;15;15;21;14;17;19;19;19
26.08.2014 21:49:00+00;6;1;5;5;4;7;7;8;6;8;7;7;10;9;12;11;11;11;6;11;10;10;10;12;9;7;6;18;16;16;21;17;16;18;14;15;17;14;15
26.08.2014 21:50:00+00;4;2;7;6;5;7;7;7;8;7;7;7;10;10;12;11;13;10;8;13;10;10;9;11;9;8;4;18;14;17;20;17;18;14;15;16;13;13;14
26.08.2014 21:51:00+00;6;2;5;6;5;7;7;6;9;8;9;7;8;9;13;11;13;10;11;16;10;12;11;10;10;8;6;17;13;15;19;17;19;15;16;17;12;15;9
26.08.2014 21:52:00+00;6;3;8;6;5;6;6;6;9;8;7;8;9;9;10;11;12;9;13;15;13;14;10;11;10;8;5;15;12;14;18;17;19;16;14;18;14;15;13
26.08.2014 21:53:00+00;7;3;9;7;3;7;6;6;6;9;6;7;8;7;10;8;9;9;10;13;13;17;13;12;12;7;7;17;11;14;17;15;17;18;14;18;15;16;13
26.08.2014 21:54:00+00;7;2;10;9;6;7;7;6;5;4;4;6;8;7;9;8;9;8;10;11;14;16;13;15;9;10;8;19;13;17;17;11;17;17;16;18;17;16;15
26.08.2014 21:55:00+00;6;2;9;9;7;8;7;8;6;6;6;5;7;8;9;7;7;6;6;12;11;14;12;14;9;10;8;18;16;19;19;13;14;18;14;18;17;18;14
26.08.2014 21:56:00+00;6;1;9;7;8;8;7;8;6;6;6;5;8;10;8;7;7;6;8;9;11;11;10;11;9;9;6;17;15;17;22;17;15;18;15;16;17;16;15
26.08.2014 21:57:00+00;5;2;8;7;5;9;8;8;5;6;6;5;8;9;11;8;6;7;7;9;9;13;11;9;9;8;4;13;13;14;20;18;17;16;17;18;14;15;15
26.08.2014 21:58:00+00;5;1;8;8;5;7;9;8;5;6;5;5;7;6;10;10;7;8;7;9;10;13;10;11;7;8;5;13;9;11;19;17;19;15;18;20;14;18;13
26.08.2014 21:59:00+00;6;2;8;8;6;8;6;7;7;6;5;4;4;4;9;9;8;8;7;9;10;11;11;13;9;9;5;15;7;12;12;13;17;17;17;20;18;20;15
26.08.2014 22:00:00+00;6;1;10;8;6;8;7;8;7;7;6;4;4;6;5;7;8;6;6;9;10;11;9;10;9;9;5;15;9;17;13;12;12;22;16;21;19;21;17
26.08.2014 22:01:00+00;5;1;7;8;5;7;8;8;7;7;8;6;7;6;6;4;6;5;7;9;9;10;10;10;7;7;4;14;9;15;13;11;11;23;13;14;19;19;19
26.08.2014 22:02:00+00;4;1;7;8;4;8;8;8;7;7;8;8;6;8;6;5;5;4;7;7;8;10;8;10;8;5;6;15;11;15;14;10;12;19;10;13;19;13;17
26.08.2014 22:03:00+00;4;2;5;8;6;7;8;8;7;6;7;7;7;6;8;6;5;5;5;7;8;9;9;10;6;6;6;13;11;13;15;13;13;15;12;12;14;12;15
26.08.2014 22:04:00+00;4;3;7;5;4;7;9;6;8;7;7;6;7;7;9;7;7;6;5;9;9;10;9;12;8;7;5;14;11;15;12;14;15;11;13;14;12;12;13
26.08.2014 22:05:00+00;5;2;7;5;5;5;6;6;8;8;7;7;7;8;9;6;7;6;4;9;9;11;10;11;8;8;5;12;11;13;14;12;15;13;15;15;10;15;13
26.08.2014 22:06:00+00;7;1;8;5;4;7;4;7;10;8;9;7;9;7;8;7;7;5;6;10;13;10;9;10;9;7;5;14;10;14;14;15;13;14;13;14;13;15;10
26.08.2014 22:07:00+00;5;0;7;7;4;8;8;6;7;10;9;7;7;6;10;8;7;7;6;8;14;11;10;9;8;6;5;15;11;11;14;12;14;15;12;13;14;14;10
26.08.2014 22:08:00+00;4;0;7;5;5;8;7;8;9;8;9;8;8;6;8;8;7;8;5;8;12;11;10;9;5;6;7;17;11;15;15;12;13;14;11;13;12;13;13
26.08.2014 22:09:00+00;3;1;6;6;6;6;7;8;9;9;8;7;8;10;8;7;8;9;5;9;12;10;12;11;6;7;7;16;12;16;15;13;14;12;13;13;13;13;13
26.08.2014 22:10:00+00;5;2;6;5;5;7;6;6;9;9;8;7;11;10;10;9;8;6;5;11;11;9;9;10;8;10;6;14;12;13;19;15;12;11;11;13;12;12;12
26.08.2014 22:11:00+00;6;2;7;7;4;7;6;8;8;9;9;7;10;11;11;9;9;7;7;9;12;8;8;10;11;8;6;14;12;12;16;13;14;11;15;13;10;14;10
26.08.2014 22:12:00+00;5;2;7;6;3;6;7;7;7;9;8;7;9;8;11;10;9;8;6;10;10;8;7;7;9;8;6;17;11;13;14;10;13;6;14;16;6;15;7
26.08.2014 22:13:00+00;4;3;7;7;5;5;6;8;6;8;7;7;9;8;10;9;9;9;8;11;9;9;8;9;7;4;6;18;12;18;15;10;12;16;12;14;10;19;5
26.08.2014 22:14:00+00;5;2;6;7;6;6;5;5;4;6;4;7;10;11;10;9;10;8;8;11;8;9;10;9;6;5;5;17;14;19;14;13;11;19;9;13;16;15;12
26.08.2014 22:15:00+00;6;2;6;6;6;8;5;7;4;4;4;5;10;8;11;10;10;7;8;11;9;11;9;12;5;5;6;16;14;17;17;17;15;21;11;11;18;12;16
26.08.2014 22:16:00+00;6;1;6;7;4;7;7;7;4;3;4;4;10;11;10;9;10;7;7;12;9;12;10;10;6;5;5;15;14;15;17;18;17;12;14;13;14;11;16
26.08.2014 22:17:00+00;6;1;6;7;5;8;6;7;5;5;5;4;8;7;11;10;10;8;8;12;8;12;10;10;6;5;5;15;11;16;18;15;17;13;16;15;10;13;12
26.08.2014 22:18:00+00;6;1;7;6;5;6;6;7;5;6;6;5;8;10;11;10;9;10;9;12;9;13;12;10;6;6;3;13;12;13;16;11;14;15;14;16;13;16;11
26.08.2014 22:19:00+00;7;2;8;6;6;5;7;5;6;6;5;6;8;7;10;8;9;8;10;13;9;13;12;11;8;8;3;14;10;14;15;12;13;16;14;16;15;16;14
26.08.2014 22:20:00+00;6;2;7;7;5;5;8;7;7;6;5;6;8;7;8;9;7;8;10;11;9;15;12;13;9;9;5;16;11;12;13;11;12;16;12;14;14;14;14
26.08.2014 22:21:00+00;5;1;6;8;6;6;6;6;5;7;7;7;6;7;9;7;8;8;8;10;10;16;12;13;10;10;6;14;11;14;13;12;13;15;12;15;13;14;14
26.08.2014 22:22:00+00;4;1;5;7;5;6;6;7;5;5;6;6;6;7;8;8;8;6;8;11;10;14;12;14;8;11;5;15;11;15;14;11;13;17;11;15;12;15;13
26.08.2014 22:23:00+00;5;1;6;6;7;7;7;7;3;5;4;5;9;10;8;7;7;5;8;10;8;13;13;16;10;10;5;13;11;13;15;12;11;14;11;14;15;14;14
26.08.2014 22:24:00+00;5;2;8;6;7;6;7;7;6;4;4;4;10;11;11;8;7;5;8;9;7;14;12;13;8;11;5;17;11;15;15;12;11;14;10;11;14;13;15
26.08.2014 22:25:00+00;5;3;7;6;6;7;6;6;8;7;7;5;10;11;12;9;9;7;6;7;6;14;12;13;10;9;9;17;14;14;16;12;14;13;12;12;13;12;13
26.08.2014 22:26:00+00;4;2;8;6;6;7;8;8;7;8;8;8;9;7;12;11;10;10;5;9;9;11;9;12;8;10;9;17;13;15;18;14;13;11;12;14;11;12;11
26.08.2014 22:27:00+00;4;2;5;7;5;8;7;7;5;7;6;7;6;6;9;10;11;8;7;11;12;7;7;11;8;8;7;16;13;16;18;14;16;12;16;15;11;14;9
26.08.2014 22:28:00+00;4;1;6;7;7;6;7;8;5;5;5;6;6;5;8;9;9;9;10;12;12;9;6;7;7;6;7;17;12;15;16;16;15;15;15;18;12;16;10
26.08.2014 22:29:00+00;4;2;7;5;5;7;6;7;5;4;4;5;5;6;6;6;8;6;10;11;13;12;8;7;5;4;6;19;13;19;15;16;16;18;14;18;14;17;12
26.08.2014 22:30:00+00;4;1;6;5;4;5;8;6;5;5;6;3;7;6;6;6;7;6;7;9;9;11;11;8;5;5;6;19;14;17;17;14;15;19;13;16;16;15;14
26.08.2014 22:31:00+00;4;2;6;5;3;5;7;5;7;6;6;4;7;6;6;5;7;5;6;8;7;10;10;11;8;7;7;20;15;19;17;14;15;16;13;15;16;14;14
26.08.2014 22:32:00+00;5;1;6;6;4;4;8;5;7;7;7;5;6;4;8;6;6;6;6;9;9;9;9;9;10;7;7;19;16;19;18;14;15;14;14;14;14;14;13
26.08.2014 22:33:00+00;6;2;7;5;4;6;4;5;7;7;8;6;4;6;7;6;6;5;8;8;8;9;8;9;10;8;7;20;16;20;19;15;13;15;13;16;12;14;12
26.08.2014 22:34:00+00;6;3;7;7;4;5;5;5;5;8;7;6;6;6;7;5;5;6;6;8;10;11;8;8;5;5;5;19;16;19;18;16;16;16;14;15;13;14;12
26.08.2014 22:35:00+00;4;3;6;7;4;6;5;6;6;4;6;5;6;8;7;5;6;4;6;7;9;9;8;8;4;7;4;16;15;17;17;16;15;14;14;15;12;15;13
26.08.2014 22:36:00+00;4;3;7;8;6;5;7;7;7;4;6;5;8;7;8;6;6;5;3;7;8;10;8;8;6;7;3;12;12;13;16;16;16;15;16;17;13;16;13
26.08.2014 22:37:00+00;5;1;5;6;4;7;6;7;6;5;5;5;6;7;8;8;7;6;4;7;7;8;7;7;8;7;2;9;9;10;13;12;16;16;14;17;15;17;12
26.08.2014 22:38:00+00;3;2;5;7;3;5;7;6;4;6;4;6;7;6;7;8;8;6;4;9;6;8;6;7;7;5;4;11;7;9;11;10;13;19;14;16;16;15;14
26.08.2014 22:39:00+00;2;1;5;5;3;5;5;4;6;5;6;3;6;7;8;8;7;6;8;8;10;9;6;6;6;6;5;14;9;10;12;8;11;17;11;13;16;14;16
26.08.2014 22:40:00+00;1;1;6;5;3;3;4;2;5;7;6;4;7;6;8;6;7;6;8;8;9;12;7;6;6;6;7;15;9;13;14;10;10;14;10;10;12;12;14
26.08.2014 22:41:00+00;2;1;6;6;3;5;4;4;7;7;6;4;7;8;8;6;5;6;6;8;11;11;10;9;6;6;6;16;10;12;13;12;12;12;11;11;10;11;12
26.08.2014 22:42:00+00;2;1;5;6;3;5;5;4;6;7;6;5;7;7;7;7;7;6;5;8;8;9;11;10;7;7;7;18;10;17;13;13;14;12;12;14;9;12;10
26.08.2014 22:43:00+00;3;1;3;5;3;5;6;5;6;5;6;4;8;7;7;8;6;6;6;9;8;7;7;10;6;6;6;17;12;18;14;11;13;11;11;16;12;12;11
26.08.2014 22:44:00+00;5;2;6;3;3;4;6;4;4;5;4;5;7;6;8;7;6;7;7;10;7;7;7;8;6;4;5;17;13;17;17;15;12;13;11;14;12;14;10
26.08.2014 22:45:00+00;5;3;6;5;2;4;4;4;5;4;5;4;5;6;6;7;8;7;8;9;7;9;6;7;4;4;5;13;13;14;15;14;14;13;13;13;12;11;9
26.08.2014 22:46:00+00;5;2;9;5;4;3;4;4;4;5;4;5;5;4;7;7;9;5;6;10;6;11;10;7;4;4;5;16;10;12;15;15;13;11;14;13;11;13;11
26.08.2014 22:47:00+00;4;2;8;7;5;5;3;5;4;4;4;4;5;6;6;6;7;4;8;10;6;11;9;8;6;6;4;12;10;11;13;14;14;15;14;15;12;14;11
26.08.2014 22:48:00+00;4;1;7;7;6;6;6;5;4;4;3;2;7;5;8;6;6;5;8;10;6;12;10;11;6;5;3;11;8;10;13;10;11;14;11;15;14;15;11
